region,duration,entry_year,entry_month,entry_hour
Pacific West,42.0,2022,6,21
Pacific West,69.0,2024,2,10
Pacific West,47.0,2023,6,16
Pacific West,,2021,10,19
Pacific West,47.0,2023,9,13
Southeast,47.0,2023,8,10
Southeast,2.0,2020,9,10
Southeast,2.0,2020,3,18
Southeast,2.0,2020,12,14
Southeast,47.0,2023,10,9
Southeast,,2020,7,11
Southeast,47.0,2023,8,10
Southeast,,2024,3,19
Southeast,47.0,2023,7,11
Southeast,,2021,10,12
Southeast,47.0,2023,2,17
Southeast,47.0,2023,2,20
Southeast,47.0,2023,3,0
Southeast,,2020,12,4
Southeast,,2024,8,22
Southeast,,2020,7,14
Southeast,42.0,2022,3,17
Southeast,28.0,2021,5,6
Southeast,28.0,2021,6,6
Southeast,28.0,2021,8,21
Southeast,,2024,3,9
Southeast,,2024,6,8
Southeast,28.0,2021,5,0
Southeast,42.0,2022,5,3
Southeast,28.0,2021,11,20
Southeast,,2024,3,4
Southeast,42.0,2022,6,5
Southeast,2.0,2020,4,17
Southeast,,2024,3,20
Southeast,,2022,9,4
Southeast,3.0,2020,10,4
Southeast,2.0,2020,7,22
Southeast,2.0,2020,5,22
Southeast,2.0,2020,5,21
Southeast,44.0,2022,10,11
Southeast,,2024,5,5
Southeast,,2024,5,0
Southeast,47.0,2023,3,16
Southeast,2.0,2020,12,11
Southeast,,2021,2,8
Southeast,28.0,2021,8,19
Southeast,47.0,2023,12,7
Southeast,29.0,2021,12,13
Southeast,,2024,7,16
Southeast,2.0,2020,2,6
Southeast,,2020,12,8
Southeast,2.0,2020,11,10
Southeast,69.0,2024,7,4
Southeast,,2024,3,8
Southeast,44.0,2022,3,4
Southeast,43.0,2022,6,4
Southeast,29.0,2021,1,0
Southeast,43.0,2022,9,19
Southeast,29.0,2021,4,3
Southeast,,2020,10,10
Southeast,47.0,2023,3,11
Southeast,47.0,2023,5,5
Southeast,29.0,2021,7,11
Southeast,,2024,7,14
Southeast,2.0,2020,8,19
Southeast,48.0,2023,11,9
Southeast,,2024,8,14
Southeast,2.0,2020,9,12
Southeast,,2024,2,15
Southeast,,2024,4,8
Southeast,,2021,6,9
Southeast,48.0,2023,3,22
Southeast,48.0,2023,10,16
Southeast,,2023,8,22
Southeast,44.0,2022,3,8
Southeast,48.0,2023,12,4
Southeast,,2024,4,8
Southeast,29.0,2021,12,2
Southeast,48.0,2023,3,22
Southeast,2.0,2020,6,0
Southeast,,2022,6,2
Southeast,,2024,1,5
Southeast,48.0,2023,2,10
Southeast,,2023,8,5
Southeast,,2022,2,17
Southeast,,2023,3,0
Southeast,44.0,2022,1,16
Southeast,44.0,2022,11,2
Pacific West,2.0,2020,10,19
Pacific West,2.0,2020,7,16
Pacific West,,2023,3,2
Pacific West,67.0,2024,10,21
Pacific West,43.0,2022,7,7
Pacific West,43.0,2022,9,22
Pacific West,27.0,2021,6,23
Pacific West,,2020,3,22
Pacific West,27.0,2021,10,22
Pacific West,,2024,7,13
Pacific West,48.0,2023,7,21
Pacific West,5.0,2020,10,16
Pacific West,26.0,2021,3,18
Pacific West,26.0,2021,11,21
Pacific West,7.0,2020,12,8
Pacific West,7.0,2020,11,10
Pacific West,44.0,2022,8,2
Pacific West,47.0,2023,9,4
Pacific West,26.0,2021,2,1
Pacific West,26.0,2021,7,20
Pacific West,7.0,2020,6,14
Pacific West,48.0,2023,12,6
Pacific West,7.0,2020,11,6
Pacific West,38.0,2022,3,17
Pacific West,48.0,2023,5,15
Pacific West,7.0,2020,6,20
Pacific West,,2024,5,2
Pacific West,48.0,2023,2,23
Pacific West,,2024,7,23
Pacific West,38.0,2022,4,6
Pacific West,25.0,2021,12,14
Pacific West,48.0,2023,8,20
Pacific West,48.0,2023,5,13
Pacific West,48.0,2023,2,8
Pacific West,,2021,6,5
Pacific West,48.0,2023,1,11
Pacific West,7.0,2020,7,11
Pacific West,25.0,2021,12,7
Pacific West,25.0,2021,12,1
Pacific West,38.0,2022,6,19
Pacific West,,2022,1,17
Pacific West,26.0,2021,7,3
Pacific West,39.0,2022,3,8
Pacific West,8.0,2020,9,9
Pacific West,26.0,2021,10,21
Pacific West,38.0,2022,5,8
Pacific West,48.0,2023,6,21
Pacific West,26.0,2021,2,4
Pacific West,67.0,2024,9,12
Pacific West,26.0,2021,5,12
Pacific West,38.0,2022,8,2
Pacific West,67.0,2024,4,8
Pacific West,,2022,2,23
Pacific West,,2023,3,9
Pacific West,48.0,2023,9,11
Pacific West,,2024,6,16
Pacific West,67.0,2024,3,21
Pacific West,38.0,2022,1,3
Pacific West,48.0,2023,7,13
Pacific West,26.0,2021,5,3
Pacific West,26.0,2021,9,6
Pacific West,7.0,2020,11,3
Pacific West,8.0,2020,8,11
Pacific West,,2024,5,5
Pacific West,26.0,2021,10,18
Pacific West,48.0,2023,8,2
Pacific West,7.0,2020,11,20
Pacific West,38.0,2022,7,18
Pacific West,26.0,2021,1,2
Pacific West,38.0,2022,6,5
Pacific West,38.0,2022,7,6
Pacific West,38.0,2022,2,10
Pacific West,,2022,11,19
Pacific West,,2024,2,7
Pacific West,,2021,6,14
Midwest,25.0,2021,1,5
Midwest,,2024,6,22
Midwest,48.0,2023,10,14
Midwest,,2021,6,22
Midwest,39.0,2022,2,12
Midwest,7.0,2020,1,6
Midwest,7.0,2020,3,19
Midwest,39.0,2022,8,3
Midwest,48.0,2023,12,22
Midwest,,2024,7,7
Midwest,48.0,2023,1,7
Midwest,7.0,2020,2,3
Midwest,,2020,3,2
Midwest,48.0,2023,11,15
Midwest,48.0,2023,11,21
Midwest,,2024,3,11
Midwest,47.0,2023,7,9
Midwest,25.0,2021,4,2
Midwest,25.0,2021,4,4
Midwest,7.0,2020,6,5
Midwest,39.0,2022,11,1
Midwest,25.0,2021,10,0
Midwest,25.0,2021,9,11
Midwest,39.0,2022,3,16
Midwest,,2024,1,17
Midwest,39.0,2022,11,3
Midwest,,2020,12,23
Midwest,47.0,2023,6,13
Midwest,7.0,2020,3,20
Midwest,7.0,2020,3,4
Midwest,25.0,2021,1,0
Midwest,39.0,2022,5,13
Midwest,25.0,2021,3,12
Midwest,,2023,12,8
Midwest,,2023,12,7
Midwest,,2020,6,19
Midwest,39.0,2022,12,5
Midwest,25.0,2021,11,8
Midwest,,2024,9,13
Midwest,39.0,2022,11,14
Midwest,8.0,2020,7,19
Midwest,8.0,2020,10,4
Midwest,,2021,7,13
Midwest,,2020,1,10
Midwest,8.0,2020,6,19
Midwest,25.0,2021,4,13
Midwest,25.0,2021,11,2
Midwest,8.0,2020,11,15
Midwest,25.0,2021,11,9
Midwest,47.0,2023,5,22
Midwest,25.0,2021,5,16
Midwest,47.0,2023,8,20
Midwest,39.0,2022,7,22
Midwest,25.0,2021,11,0
Midwest,39.0,2022,11,20
Midwest,,2023,9,0
Midwest,39.0,2022,8,0
Midwest,47.0,2023,8,8
Midwest,25.0,2021,4,15
Midwest,,2021,3,22
Midwest,9.0,2020,11,12
Midwest,39.0,2022,9,20
Midwest,25.0,2021,7,18
Midwest,47.0,2023,2,18
Midwest,25.0,2021,9,13
Midwest,9.0,2020,1,5
Midwest,67.0,2024,5,11
Midwest,39.0,2022,6,23
Midwest,,2024,1,18
Midwest,,2024,1,3
Midwest,,2023,5,5
Midwest,47.0,2023,2,13
Midwest,37.0,2022,1,7
Midwest,37.0,2022,3,14
Midwest,,2024,2,3
Midwest,47.0,2023,1,11
Midwest,,2023,7,5
Midwest,37.0,2022,12,14
Midwest,8.0,2020,12,1
Midwest,37.0,2022,3,4
Midwest,8.0,2020,6,4
Midwest,27.0,2021,9,20
Midwest,,2021,11,17
Midwest,47.0,2023,8,7
Midwest,8.0,2020,2,6
Alaska,47.0,2023,6,14
Alaska,37.0,2022,10,23
Alaska,,2021,7,18
Alaska,47.0,2023,4,10
Alaska,,2021,2,15
Alaska,8.0,2020,1,13
Alaska,,2021,9,11
Alaska,27.0,2021,8,16
Alaska,,2024,8,12
Alaska,68.0,2024,3,11
Alaska,8.0,2020,5,18
Alaska,,2024,1,5
Alaska,8.0,2020,4,17
Alaska,,2024,6,2
Alaska,8.0,2020,3,12
Alaska,27.0,2021,4,13
Alaska,27.0,2021,1,12
Alaska,37.0,2022,3,23
Alaska,48.0,2023,7,5
Alaska,27.0,2021,8,19
Alaska,68.0,2024,7,15
Alaska,8.0,2020,11,10
Alaska,8.0,2020,8,18
Alaska,8.0,2020,6,12
Alaska,27.0,2021,2,22
Alaska,,2024,1,8
Alaska,,2024,4,2
Alaska,8.0,2020,8,20
Alaska,27.0,2021,2,0
Alaska,68.0,2024,9,18
Alaska,,2021,3,2
Alaska,50.0,2023,2,11
Alaska,8.0,2020,5,19
Alaska,,2021,12,22
Alaska,,2024,8,8
Alaska,,2022,7,17
Alaska,27.0,2021,2,14
Alaska,8.0,2020,12,13
Alaska,7.0,2020,9,1
Alaska,37.0,2022,8,15
Alaska,37.0,2022,4,18
Alaska,,2023,12,14
Alaska,7.0,2020,1,0
Alaska,,2022,10,19
Alaska,,2024,6,15
Alaska,5.0,2020,8,1
Alaska,5.0,2020,5,9
Alaska,50.0,2023,4,12
Alaska,27.0,2021,5,4
Alaska,27.0,2021,4,17
Alaska,27.0,2021,11,15
Alaska,,2024,6,2
Alaska,50.0,2023,5,3
Alaska,37.0,2022,3,16
Alaska,27.0,2021,4,16
Alaska,,2023,1,19
Alaska,50.0,2023,1,3
Alaska,,2022,11,1
Alaska,,2021,5,11
Alaska,,2021,3,15
Alaska,68.0,2024,9,12
Alaska,,2020,8,9
Alaska,68.0,2024,9,11
Alaska,5.0,2020,7,14
Alaska,38.0,2022,9,15
Alaska,26.0,2021,1,17
Alaska,38.0,2022,6,13
Alaska,,2021,4,6
Alaska,38.0,2022,12,17
Alaska,38.0,2022,9,12
Alaska,5.0,2020,1,0
Alaska,38.0,2022,10,22
Alaska,,2024,2,15
Alaska,26.0,2021,10,0
Alaska,26.0,2021,7,4
Alaska,5.0,2020,9,4
Alaska,,2022,12,0
Alaska,6.0,2020,7,8
Alaska,,2024,10,3
Alaska,,2023,8,13
Alaska,26.0,2021,9,8
Alaska,,2024,3,16
Alaska,,2024,5,7
Alaska,,2024,6,12
Southeast,,2020,7,13
Southeast,38.0,2022,10,14
Southeast,,2024,2,23
Southeast,,2024,1,19
Southeast,,2024,3,23
Southeast,,2021,4,5
Southeast,38.0,2022,10,22
Southeast,38.0,2022,9,3
Southeast,,2024,5,22
Southeast,71.0,2024,7,18
Southeast,,2022,12,2
Southeast,37.0,2022,4,8
Southeast,27.0,2021,7,9
Southeast,6.0,2020,1,10
Southeast,,2024,10,16
Southeast,26.0,2021,12,10
Southeast,,2021,12,21
Southeast,71.0,2024,5,4
Southeast,5.0,2020,1,17
Southeast,50.0,2023,6,18
Southeast,49.0,2023,12,12
Southeast,,2021,5,5
Southeast,26.0,2021,12,12
Southeast,38.0,2022,12,4
Southeast,,2024,2,16
Southeast,,2020,10,4
Southeast,,2020,2,4
Southeast,,2024,5,3
Southeast,5.0,2020,1,15
Southeast,49.0,2023,7,17
Southeast,,2024,8,10
Southeast,49.0,2023,12,21
Southeast,49.0,2023,11,15
Southeast,,2023,7,22
Southeast,71.0,2024,6,18
Southeast,,2024,6,1
Southeast,,2024,1,12
Southeast,5.0,2020,11,16
Southeast,,2020,5,5
Southeast,26.0,2021,8,7
Southeast,,2024,6,7
Southeast,,2024,5,13
Southeast,,2021,10,14
Southeast,39.0,2022,3,21
Southeast,49.0,2023,1,2
Southeast,5.0,2020,4,9
Southeast,26.0,2021,5,7
Southeast,26.0,2021,2,12
Southeast,,2024,8,4
Southeast,,2024,2,8
Southeast,,2024,5,3
Southeast,41.0,2022,1,14
Southeast,5.0,2020,11,0
Southeast,48.0,2023,11,9
Southeast,41.0,2022,3,8
Southeast,5.0,2020,1,2
Southeast,,2024,2,3
Southeast,27.0,2021,12,15
Southeast,47.0,2023,2,3
Southeast,27.0,2021,3,9
Southeast,27.0,2021,12,19
Southeast,,2024,4,6
Southeast,5.0,2020,10,12
Southeast,49.0,2023,9,12
Southeast,41.0,2022,9,22
Southeast,27.0,2021,2,15
Southeast,41.0,2022,8,15
Southeast,,2021,12,2
Southeast,41.0,2022,2,16
Southeast,,2022,3,12
Southeast,41.0,2022,9,19
Southeast,,2020,7,8
Southeast,6.0,2020,4,15
Southeast,6.0,2020,1,2
Southeast,41.0,2022,1,8
Southeast,49.0,2023,7,7
Southeast,6.0,2020,9,11
Southeast,49.0,2023,1,9
Southeast,,2021,9,16
Southeast,49.0,2023,5,17
Southeast,40.0,2022,1,18
Southeast,40.0,2022,1,14
Southeast,40.0,2022,9,20
Southeast,25.0,2021,3,16
Southeast,49.0,2023,1,14
Southeast,41.0,2022,9,21
Southeast,25.0,2021,6,9
Southeast,6.0,2020,9,18
Southeast,,2024,9,3
Southeast,,2024,6,22
Southeast,71.0,2024,3,17
Southeast,25.0,2021,8,22
Southeast,71.0,2024,6,15
Southeast,,2021,3,21
Southeast,26.0,2021,8,23
Southeast,26.0,2021,4,1
Southeast,41.0,2022,11,13
Southeast,45.0,2023,11,22
Southeast,41.0,2022,3,14
Southeast,26.0,2021,4,11
Southeast,,2023,12,16
Southeast,41.0,2022,9,22
Southeast,7.0,2020,10,2
Southeast,45.0,2023,3,17
Southeast,26.0,2021,2,9
Southeast,,2024,3,20
Southeast,29.0,2021,8,8
Southeast,45.0,2023,2,8
Southeast,,2024,3,22
Southeast,29.0,2021,12,12
Southeast,71.0,2024,5,11
Southeast,45.0,2023,12,5
Southeast,7.0,2020,7,10
Southeast,,2024,8,18
Southeast,28.0,2021,1,3
Southeast,6.0,2020,12,20
Southeast,,2024,8,4
Southeast,45.0,2023,11,10
Southeast,45.0,2023,10,18
Southeast,,2020,5,5
Southeast,45.0,2023,8,20
Southeast,6.0,2020,2,2
Southeast,,2024,7,4
Southeast,,2021,6,15
Southeast,41.0,2022,1,5
Southeast,41.0,2022,11,4
Southeast,29.0,2021,9,0
Southeast,45.0,2023,12,22
Southeast,6.0,2020,12,1
Southeast,41.0,2022,2,8
Southeast,6.0,2020,2,19
Southeast,6.0,2020,6,21
Southeast,71.0,2024,10,3
Southeast,6.0,2020,9,2
Southeast,,2024,8,23
Southeast,,2024,3,15
Southeast,45.0,2023,12,22
Southeast,6.0,2020,4,19
Southeast,6.0,2020,8,8
Southeast,,2024,8,14
Southeast,44.0,2023,8,17
Southeast,71.0,2024,4,7
Southeast,44.0,2023,12,13
Southeast,,2021,4,14
Southeast,,2024,7,17
Southeast,27.0,2021,7,11
Southeast,44.0,2023,4,14
Southeast,28.0,2021,5,9
Southeast,71.0,2024,3,12
Southeast,6.0,2020,9,21
Southeast,,2024,6,9
Southeast,6.0,2020,12,9
Southeast,44.0,2023,2,2
Southeast,41.0,2022,1,15
Southeast,,2020,1,9
Southeast,41.0,2022,3,23
Southeast,6.0,2020,9,2
Southeast,44.0,2023,9,13
Southeast,6.0,2020,3,23
Southeast,,2024,7,14
Southeast,,2024,2,23
Southeast,,2024,9,8
Southeast,,2024,2,17
Southeast,46.0,2023,10,15
Southeast,,2023,5,8
Southeast,,2024,9,0
Southeast,,2021,1,4
Southeast,6.0,2020,4,17
Alaska,,2024,9,16
Alaska,,2024,4,0
Alaska,41.0,2022,12,15
Alaska,41.0,2022,11,19
Alaska,,2020,4,15
Alaska,22.0,2021,3,3
Alaska,,2023,7,22
Alaska,,2023,5,2
Alaska,41.0,2022,10,3
Alaska,41.0,2022,5,2
Alaska,,2022,12,7
Alaska,71.0,2024,1,7
Alaska,71.0,2024,4,17
Alaska,41.0,2022,9,6
Alaska,15.0,2021,8,15
Alaska,41.0,2022,10,6
Alaska,6.0,2020,7,0
Alaska,40.0,2022,1,18
Alaska,6.0,2020,4,3
Alaska,46.0,2023,2,6
Alaska,,2024,10,8
Alaska,40.0,2022,4,17
Alaska,,2024,3,12
Alaska,,2024,3,22
Alaska,6.0,2020,10,20
Alaska,46.0,2023,2,7
Alaska,6.0,2020,1,14
Alaska,46.0,2023,12,1
Alaska,70.0,2024,5,12
Alaska,40.0,2022,9,8
Alaska,,2021,1,14
Alaska,,2021,8,11
Alaska,70.0,2024,3,21
Alaska,,2023,12,9
Alaska,46.0,2023,2,6
Alaska,,2022,12,6
Alaska,40.0,2022,7,17
Alaska,40.0,2022,10,12
Alaska,16.0,2021,10,20
Alaska,16.0,2021,7,12
Alaska,7.0,2020,2,13
Alaska,,2024,3,9
Alaska,70.0,2024,3,4
Alaska,,2024,5,20
Alaska,40.0,2022,11,17
Alaska,,2024,5,7
Alaska,,2024,10,8
Alaska,,2022,5,2
Alaska,,2024,1,16
Alaska,16.0,2021,7,8
Alaska,,2024,8,17
Alaska,16.0,2021,10,5
Alaska,6.0,2020,12,13
Alaska,,2024,8,0
Alaska,16.0,2021,8,14
Alaska,70.0,2024,5,21
Alaska,45.0,2023,10,2
Alaska,,2024,10,15
Alaska,45.0,2023,11,20
Alaska,39.0,2022,10,9
Alaska,15.0,2021,3,6
Alaska,,2024,10,22
Alaska,46.0,2023,1,18
Alaska,46.0,2023,11,14
Alaska,39.0,2022,3,6
Alaska,70.0,2024,7,2
Alaska,5.0,2020,10,23
Alaska,15.0,2021,8,10
Alaska,,2020,9,2
Alaska,5.0,2020,3,14
Alaska,45.0,2023,2,8
Midwest,15.0,2021,2,3
Midwest,45.0,2023,5,7
Midwest,,2022,12,21
Midwest,16.0,2021,3,13
Midwest,39.0,2022,7,19
Midwest,39.0,2022,1,23
Midwest,5.0,2020,1,10
Midwest,,2022,1,0
Midwest,5.0,2020,9,1
Midwest,40.0,2022,6,7
Midwest,45.0,2023,1,4
Midwest,,2023,11,10
Midwest,6.0,2020,2,22
Midwest,,2024,5,22
Midwest,6.0,2020,1,4
Midwest,16.0,2021,11,17
Midwest,,2024,4,9
Midwest,40.0,2022,6,22
Midwest,44.0,2023,5,23
Midwest,,2021,9,20
Midwest,,2022,9,10
Midwest,40.0,2022,3,23
Midwest,15.0,2021,5,5
Midwest,15.0,2021,6,6
Midwest,,2024,10,14
Midwest,40.0,2022,7,20
Midwest,5.0,2020,4,22
Midwest,45.0,2023,11,11
Midwest,40.0,2022,7,14
Midwest,15.0,2021,7,8
Midwest,16.0,2021,10,20
Midwest,,2022,6,12
Midwest,,2024,9,15
Midwest,,2024,6,1
Midwest,40.0,2022,5,1
Midwest,16.0,2021,11,17
Midwest,40.0,2022,7,12
Midwest,45.0,2023,5,10
Midwest,16.0,2021,6,11
Midwest,,2023,11,15
Midwest,69.0,2024,2,10
Midwest,69.0,2024,9,8
Midwest,16.0,2021,10,2
Midwest,46.0,2023,8,8
Midwest,40.0,2022,1,0
Midwest,69.0,2024,5,23
Midwest,8.0,2020,6,2
Midwest,15.0,2021,4,21
Midwest,46.0,2023,5,12
Midwest,8.0,2020,6,6
Midwest,,2021,6,17
Midwest,,2020,5,21
Midwest,8.0,2020,5,16
Midwest,8.0,2020,9,11
Midwest,,2020,2,3
Midwest,8.0,2020,5,22
Midwest,,2024,7,17
Midwest,40.0,2022,7,13
Midwest,,2024,6,0
Midwest,46.0,2023,10,7
Midwest,40.0,2022,2,14
Midwest,40.0,2022,9,12
Midwest,,2024,10,7
Midwest,8.0,2020,2,2
Midwest,8.0,2020,8,18
Midwest,40.0,2022,5,16
Midwest,,2022,5,13
Midwest,,2021,4,13
Midwest,,2023,8,18
Midwest,8.0,2020,6,14
Midwest,46.0,2023,7,7
Midwest,46.0,2023,5,17
Midwest,,2021,1,10
Alaska,9.0,2020,11,23
Alaska,40.0,2022,12,13
Alaska,19.0,2021,10,21
Alaska,40.0,2022,6,18
Alaska,40.0,2022,12,23
Alaska,70.0,2024,7,1
Alaska,,2024,2,10
Alaska,44.0,2023,5,20
Alaska,,2023,3,0
Alaska,40.0,2022,4,14
Alaska,40.0,2022,8,21
Alaska,70.0,2024,1,0
Alaska,8.0,2020,6,1
Alaska,8.0,2020,11,9
Alaska,8.0,2020,10,22
Alaska,8.0,2020,3,6
Alaska,,2020,3,19
Alaska,19.0,2021,8,15
Alaska,8.0,2020,12,2
Alaska,40.0,2022,11,8
Alaska,40.0,2022,4,20
Alaska,45.0,2023,1,2
Alaska,45.0,2023,3,15
Alaska,,2024,3,7
Alaska,40.0,2022,5,3
Alaska,53.0,2023,2,21
Alaska,7.0,2020,5,22
Alaska,,2022,9,10
Alaska,19.0,2021,8,4
Alaska,57.0,2023,4,9
Alaska,,2024,1,12
Alaska,18.0,2021,10,14
Alaska,,2024,3,1
Alaska,,2024,1,10
Alaska,18.0,2021,6,18
Alaska,7.0,2020,10,9
Alaska,7.0,2020,12,7
Alaska,70.0,2024,5,18
Alaska,40.0,2022,4,20
Alaska,70.0,2024,1,11
Alaska,,2024,3,20
Alaska,7.0,2020,5,19
Alaska,7.0,2020,12,15
Alaska,7.0,2020,10,14
Alaska,7.0,2020,2,10
Alaska,7.0,2020,6,14
Alaska,58.0,2023,6,18
Alaska,7.0,2020,11,17
Alaska,57.0,2023,7,13
Alaska,40.0,2022,5,6
Alaska,,2021,4,6
Alaska,7.0,2020,12,4
Alaska,18.0,2021,9,4
Alaska,18.0,2021,6,22
Alaska,,2024,2,0
Alaska,,2024,2,0
Alaska,,2024,5,3
Alaska,58.0,2023,10,11
Alaska,,2024,1,23
Alaska,,2023,3,1
Alaska,18.0,2021,10,8
Alaska,,2021,6,4
Alaska,,2022,3,12
Alaska,18.0,2021,11,12
Alaska,,2021,2,20
Alaska,40.0,2022,3,17
Alaska,,2024,3,22
Alaska,40.0,2022,12,16
Alaska,7.0,2020,11,10
Alaska,,2021,2,17
Alaska,57.0,2023,8,22
Alaska,40.0,2022,11,12
Alaska,57.0,2023,4,16
Alaska,,2024,5,3
Alaska,19.0,2021,7,16
Alaska,19.0,2021,6,20
Alaska,70.0,2024,1,18
Alaska,2.0,2020,5,6
Alaska,19.0,2021,11,15
Alaska,,2021,9,14
Alaska,,2024,9,15
Alaska,2.0,2020,7,20
Alaska,,2020,7,14
Alaska,40.0,2022,9,6
Alaska,,2020,2,23
Alaska,2.0,2020,9,3
Alaska,2.0,2020,11,11
Alaska,58.0,2023,7,1
Alaska,,2024,8,9
Alaska,,2024,1,3
Alaska,20.0,2021,3,0
Alaska,,2024,5,12
Alaska,,2021,9,9
Alaska,,2024,3,6
Alaska,56.0,2023,6,2
Intermountain,56.0,2023,4,13
Intermountain,56.0,2023,3,20
Intermountain,40.0,2022,10,10
Intermountain,,2024,3,0
Intermountain,63.0,2024,7,2
Intermountain,40.0,2022,8,17
Intermountain,19.0,2021,7,4
Intermountain,56.0,2023,12,4
Intermountain,40.0,2022,8,15
Intermountain,,2021,9,15
Intermountain,,2021,8,1
Intermountain,40.0,2022,1,9
Intermountain,,2024,6,19
Intermountain,19.0,2021,4,11
Intermountain,55.0,2023,11,3
Intermountain,2.0,2020,3,2
Intermountain,2.0,2020,8,19
Intermountain,2.0,2020,3,15
Intermountain,19.0,2021,3,2
Intermountain,19.0,2021,11,1
Intermountain,63.0,2024,3,5
Intermountain,,2024,6,11
Intermountain,1.0,2020,11,4
Intermountain,1.0,2020,6,12
Intermountain,40.0,2022,2,13
Intermountain,55.0,2023,12,13
Intermountain,55.0,2023,2,5
Intermountain,56.0,2023,9,21
Intermountain,56.0,2023,8,6
Intermountain,56.0,2023,6,5
Intermountain,56.0,2023,1,5
Intermountain,40.0,2022,8,0
Intermountain,1.0,2020,10,8
Intermountain,1.0,2020,5,5
Intermountain,39.0,2022,9,4
Intermountain,57.0,2023,3,1
Intermountain,56.0,2023,1,11
Intermountain,,2022,8,2
Intermountain,1.0,2020,5,18
Intermountain,,2024,8,22
Intermountain,1.0,2020,7,0
Intermountain,56.0,2023,1,15
Intermountain,17.0,2021,12,20
Intermountain,39.0,2022,12,7
Intermountain,56.0,2023,5,23
Intermountain,,2021,1,7
Intermountain,,2024,5,6
Intermountain,17.0,2021,3,6
Intermountain,,2020,8,1
Intermountain,,2023,4,23
Intermountain,63.0,2024,4,16
Intermountain,,2024,9,3
Intermountain,17.0,2021,2,20
Intermountain,56.0,2023,12,3
Intermountain,,2021,2,3
Intermountain,,2020,8,3
Intermountain,,2022,6,3
Intermountain,56.0,2023,5,9
Intermountain,40.0,2022,12,14
Intermountain,40.0,2022,1,17
Intermountain,1.0,2020,7,5
Intermountain,17.0,2021,7,22
Intermountain,,2024,2,12
Intermountain,40.0,2022,6,11
Intermountain,56.0,2023,3,3
Intermountain,40.0,2022,11,11
Intermountain,17.0,2021,2,9
Intermountain,,2024,5,14
Intermountain,4.0,2020,7,5
Intermountain,,2021,12,6
Intermountain,17.0,2021,11,5
Intermountain,,2024,2,16
Intermountain,40.0,2022,12,16
Intermountain,56.0,2023,11,19
Intermountain,4.0,2020,5,14
Intermountain,17.0,2021,11,11
Intermountain,4.0,2020,2,6
Intermountain,,2023,8,11
Intermountain,56.0,2023,3,6
Intermountain,16.0,2021,6,0
Intermountain,,2024,5,15
Intermountain,56.0,2023,12,3
Intermountain,,2024,6,4
Intermountain,16.0,2021,8,3
Intermountain,4.0,2020,4,15
Intermountain,40.0,2022,3,22
Intermountain,,2024,7,16
Intermountain,16.0,2021,1,13
Intermountain,40.0,2022,4,9
Intermountain,,2024,5,2
Intermountain,16.0,2021,6,17
Intermountain,4.0,2020,4,6
Intermountain,63.0,2024,6,8
Intermountain,,2020,1,10
Intermountain,40.0,2022,10,14
Intermountain,16.0,2021,10,15
Intermountain,4.0,2020,8,14
Intermountain,40.0,2022,11,14
Intermountain,,2020,7,16
Intermountain,57.0,2023,5,5
Intermountain,,2020,6,8
Intermountain,,2023,4,21
Intermountain,41.0,2022,8,10
Intermountain,17.0,2021,4,1
Intermountain,41.0,2022,5,3
Intermountain,,2022,8,11
Intermountain,57.0,2023,12,14
Intermountain,57.0,2023,1,20
Intermountain,4.0,2020,8,14
Intermountain,,2021,8,2
Intermountain,41.0,2022,8,14
Intermountain,57.0,2023,1,5
Intermountain,,2023,8,1
Intermountain,57.0,2023,11,19
Intermountain,41.0,2022,9,4
Intermountain,41.0,2022,2,12
Intermountain,4.0,2020,9,23
Intermountain,41.0,2022,2,3
Intermountain,41.0,2022,4,7
Intermountain,,2024,2,3
Intermountain,,2021,1,20
Intermountain,18.0,2021,6,17
Intermountain,,2020,5,0
Intermountain,,2022,5,16
Intermountain,,2024,6,14
Intermountain,55.0,2023,3,8
Intermountain,55.0,2023,10,18
Intermountain,55.0,2023,6,22
Intermountain,42.0,2022,5,5
Intermountain,42.0,2022,8,0
Intermountain,42.0,2022,4,1
Intermountain,1.0,2020,5,18
Intermountain,,2024,4,23
Intermountain,,2024,8,17
Intermountain,18.0,2021,11,9
Intermountain,,2022,11,4
Intermountain,18.0,2021,7,15
Intermountain,18.0,2021,9,19
Intermountain,3.0,2020,1,5
Intermountain,18.0,2021,8,18
Intermountain,,2024,1,15
Intermountain,41.0,2022,11,12
Intermountain,18.0,2021,2,18
Intermountain,18.0,2021,10,17
Intermountain,41.0,2022,5,4
Intermountain,3.0,2020,3,7
Intermountain,18.0,2021,4,21
Intermountain,3.0,2020,1,12
Intermountain,18.0,2021,10,5
Intermountain,18.0,2021,4,6
Intermountain,,2024,4,1
Intermountain,41.0,2022,4,16
Intermountain,56.0,2023,4,16
Intermountain,56.0,2023,3,11
Intermountain,41.0,2022,1,2
Intermountain,56.0,2023,10,14
Intermountain,17.0,2021,2,12
Intermountain,,2024,7,8
Intermountain,4.0,2020,8,6
Intermountain,3.0,2020,10,17
Intermountain,,2024,4,18
Intermountain,,2024,8,21
Intermountain,,2024,6,20
Intermountain,56.0,2023,7,4
Intermountain,57.0,2023,4,22
Intermountain,,2024,8,10
Intermountain,,2022,8,7
Intermountain,4.0,2020,6,1
Intermountain,41.0,2022,8,13
Intermountain,17.0,2021,10,0
